[Countries]
CYGR|Iles-De-La-Madeleine|47.424722|-61.778056||CZQM|0
CYGT|Igloolik|69.36667|-81.81639||CZEG|0
CYGV|Havre St-Pierre|50.281944|-63.611389||CZUL|0
CYGW|Kuujjuarapik|55.28306|-77.76639||CZUL|0
CYGX|Gillam|56.35|-94.7||CZEG|0
CYGZ|Grise Fiord|76.42585|-82.908085|YGZ|CZEG|0
CYHA|Quaqtaq|61.04972|-69.63306||CZUL|0
CYHB|Hudson Bay|52.81667|-102.31639||CZWG|0
CYHC|Vancouver Harbour|49.294444|-123.111389|CXH|CZVR|0
CYHD|Dryden|49.831667|-92.744167||CZWG|0
CYHE|Hope |49.36667|-121.48306||CZVR|0
CYHF|Hearst|49.713889|-83.686944||CZYZ|0
CYHH|Nemiscau|51.690833|-76.134999||CZUL|0
CYHI|Holman Island|70.76667|-117.79972||CZEG|0
CYHK|Gjoa Haven|68.63306|-95.84972||CZEG|0
CYHM|Hamilton|43.173056|-79.935||CZYZ|0
CYHN|Hornepayne|49.193056|-84.758889||CZYZ|0
CYHO|Hopedale|55.4488|-60.228092|YHO|CZQX|0
CYHR|Chevery|50.468889|-59.636666||CZUL|0
CYHS|Saugeen Municipality|44.158013|-81.063203||CZYZ|0
CYHT|Haines Junction|60.789491|-137.545235|YHT|CZEG|0
CYHU|Montreal/Saint-Hubert|45.5175|-73.416944||CZUL|0
CYHY|Hay River |60.838889|-115.776667||CZEG|0
CYHZ|Halifax Intl|44.880833|-63.508611||CZQM|0
CYIB|Atikokan Municipal|48.773889|-91.638611||CZWG|0
CYID|Annapolis Regional|44.545888|-65.785733|YDG|CZQM|0
CYIF|St-Augustin|51.211666|-58.658332||CZUL|0
CYIK|Ivujivik|62.417333|-77.925277||CZUL|0
CYIO|Pond Inlet |72.7|-77.96639||CZEG|0
CYIV|Island Lake|53.85|-94.65||CZWG|0
CYJA|Jasper|52.996667|-118.059444|YJA|CZEG|0
CYJF|Fort Liard|60.23306|-123.48306||CZEG|0
CYJM|Fort St. James (Perison)|54.397222|-124.262778||CZVR|0
CYJN|St-Jean|45.294445|-73.28111||CZUL|0
CYJP|Fort Providence|61.31908|-117.606078||CZEG|0
CYJQ|Denny Island|52.139819|-128.063586||CZVR|0
CYJT|Stephenville|48.544167|-58.55||CZQX|0
CYKA|Kamloops |50.702222|-120.441944||CZVR|0
CYKC|Collins Bay|58.23618|-103.677615|YKC|CZEG|0
CYKD|Aklavik|68.21667|-135||CZEG|0
CYKF|Kitchener/Waterloo|43.458889|-80.384444||CZYZ|0
CYKG|Kangiqsujuaq (Wakeham Bay)|61.588611|-71.929443||CZUL|0
CYKJ|Key Lake|57.25|-105.61639||CZEG|0
CYKL|Schefferville|54.805556|-66.805833||CZUL|0
CYKM|Kincardine|44.201408|-81.605692|YKD|CZYZ|0
